event_id,asset_id,scenario,ground_truth,D,Trap,R,A,P,containment,integrity_state,recovery_status,recovery_source,effectiveness,event_confirmed,event_pool_decision,total_pipeline_ms,error
EVT-09dcc6bc-cca2-52a6-8913-fd48cf399b9d,ASSET-389c303992dbbbc597426b89,NORMAL,NORMAL,D3,False,13.129154157498734,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.433800011407584,
EVT-417a6bb8-0028-52c9-8a05-cf630e222238,ASSET-3bb00b776829d53f69da7f16,NORMAL,NORMAL,D3,False,0.163350995195152,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.547799977241084,
EVT-4033dd03-d6c4-5f4e-a84a-2815f6d76dbd,ASSET-3f39016ae33c5e7f9d600b27,NORMAL,NORMAL,D3,False,1.0624665241688915,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7312000058591366,
EVT-08606088-4a2b-569f-a46f-5ac0fc23c00e,ASSET-08d88dc27d66e328b1833380,NORMAL,NORMAL,D3,False,2.8918191255056716,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3713000011630356,
EVT-c58214dd-0b8b-5e2e-91ec-6850eeaf0b18,ASSET-8ed61d68889678f21d005090,NORMAL,NORMAL,D3,False,15.268945332000945,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4472999977879226,
EVT-5b2cdfbd-25ee-5c40-9e90-1d54cea3ea16,ASSET-c4f628867eeb0dbaf37b78dd,NORMAL,NORMAL,D3,False,46.94664182258106,NORMAL,P1,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6436999798752367,
EVT-d8c4bb9e-f651-573a-ada2-86c0d9d3ab0c,ASSET-D2V2-ef4d2b61d5d3e05dde912349,NORMAL,NORMAL,D2,False,0.39704394662547104,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4374000097159296,
EVT-747891c1-b3dd-5e49-8528-037bef4bf4aa,ASSET-62a93650fb4d28e20ef8d470,NORMAL,NORMAL,D3,False,0.06648592416713235,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4524999791756272,
EVT-d2123236-8612-5021-b46f-8dab4d83b949,ASSET-6214141b643b976c5b172046,NORMAL,NORMAL,D3,False,0.042493883783071354,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6450999905355275,
EVT-cfc10a7b-2e75-5e33-ae17-f25a321db5f3,ASSET-27176186517940d32cf0e2bb,NORMAL,NORMAL,D3,False,0.6259239483696587,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8801000046078116,
EVT-e3f9f60a-2f12-5bfe-bfe5-ba9fe05b44d5,ASSET-46831659fe18c4b8d5029648,NORMAL,NORMAL,D3,False,13.780864535717408,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4235000202897936,
EVT-2d586bbe-7085-5a04-9fb5-b5627e02dc51,ASSET-284b3a8250ed47f04aa05e42,NORMAL,NORMAL,D3,False,0.4368700205859538,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.380099980859086,
EVT-610a0989-31cc-5a27-94f4-0bb4e688ceb9,ASSET-06f65b81c2437ef994d8f958,NORMAL,NORMAL,D3,False,0.5075311651870381,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4540000197011977,
EVT-87b64343-0d17-5e34-9269-0fbe5f7cc0d5,ASSET-846fc5d86e823805686d591d,NORMAL,NORMAL,D3,False,0.029882448170201404,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7996999744791538,
EVT-80fb9ea4-336f-5d61-b46d-4e887a2a243b,ASSET-5eec96728f301eafe4cf865a,NORMAL,NORMAL,D3,False,9.985666136126952,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.433699981542304,
EVT-f49b754e-548a-55b7-a9a9-617451bda505,ASSET-9623f9b48f6e7ca846f56f28,NORMAL,NORMAL,D3,False,0.4739972081289439,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.844899998512119,
EVT-44f05cd7-4349-54d5-847b-08a43dd2d648,ASSET-01364da462efcce06cfc47c2,NORMAL,NORMAL,D3,False,0.20998711626227137,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.939399990485981,
EVT-87fc902a-e0f2-59ff-afdc-85d9d7de9064,ASSET-e70c262ff9507f836dc8f22c,NORMAL,NORMAL,D3,False,7.077757137448877,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8835000013932586,
EVT-150f87ca-d129-54b1-a559-8a78603be2a0,ASSET-deb13568c52b6eeea848746a,NORMAL,NORMAL,D3,False,1.7319615426812611,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3201999904122204,
EVT-33cb191d-724f-510b-8b62-94acf643d88e,ASSET-a7b0819343e236b6fe4d7e59,NORMAL,NORMAL,D3,False,0.3266542975018779,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.503099986119196,
EVT-148e0229-3a68-55da-8575-3c683ed0561a,ASSET-9b2ad93bf3b2edfb629cac31,NORMAL,NORMAL,D3,False,2.563874081564022,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.903400025796145,
EVT-d8d8e95b-639d-558a-b15c-a6036fbcc2b4,ASSET-a37b1d8bbd47abbcdbb02bfd,NORMAL,NORMAL,D3,False,5.374296953794219,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.504299995256588,
EVT-e8bb4157-4b44-5de0-8a79-1305e1ba3848,ASSET-0307a64c6ce3376bdf0b9f16,NORMAL,NORMAL,D3,False,0.8905510382832997,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.9419999811798334,
EVT-4ed4977e-2314-57d7-9f17-bfc41096e0fd,ASSET-747ba0421ab22686295c961c,NORMAL,NORMAL,D3,False,0.41482912783947856,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4254000056535006,
EVT-e8640679-a026-5efd-a865-706fb2f7b511,ASSET-67ecd6bd84f647df076c54ff,NORMAL,NORMAL,D3,False,2.960040641948881,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5770999966189265,
EVT-6f2ade03-7ed1-5017-b1ff-3ca0aff4db4b,ASSET-42f4aff0739ff37e195ffcd2,NORMAL,NORMAL,D3,False,0.1813366670138182,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.045199981192127,
EVT-dfca242c-2013-5f1d-b2e4-e80d7b951ab1,ASSET-dc6ca69ff423cf22fd149119,NORMAL,NORMAL,D3,False,0.5466238767748777,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5171999770682305,
EVT-9a82024b-dbec-56ab-b443-4110de91db0a,ASSET-4e39a0c54c57004133c498e4,NORMAL,NORMAL,D3,False,0.4263831289936637,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6561000160872936,
EVT-8720b0f3-eac7-5f38-8f24-7526d59e1807,ASSET-2c1b81ce0372a08a8507a8fe,NORMAL,NORMAL,D3,False,1.2628821930236542,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.741799999261275,
EVT-834339e0-e496-508c-89e1-8b09269040ed,ASSET-e5a30abc8303b8b128319319,NORMAL,NORMAL,D3,False,1.542903523429855,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.710900025907904,
EVT-97e12048-4073-57e2-ad47-5240d2ca5360,ASSET-D2V2-612fd38667291af4df0ac829,NORMAL,NORMAL,D2,False,4.059178192191573,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.460900014033541,
EVT-3b1fa76d-7c79-57e6-8b63-348e780c78f3,ASSET-D2V2-4e1937219038448e68324f47,NORMAL,NORMAL,D2,False,0.3663149657409597,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6066999891772866,
EVT-66eb5cc4-618e-5d03-a6e2-23d06bb7d8ac,ASSET-1d5315aa9efe2250cfaca0c4,NORMAL,NORMAL,D3,False,0.21701061871475263,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6813999759033322,
EVT-07616187-6cf0-5097-a516-f97829410d8c,ASSET-D2V2-6458b2c7dd67a056c2f21e36,NORMAL,NORMAL,D2,False,0.9787772765068172,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.420599998207763,
EVT-75736787-bbc9-5ec8-ae7a-466072e091eb,ASSET-16ebc2df9bbcff6cddc49523,NORMAL,NORMAL,D3,False,2.708226661184999,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.888299979735166,
EVT-6bd15c91-3249-594f-85e3-fc6de1e9a8b8,ASSET-cd77029474839d09f5e5d146,NORMAL,NORMAL,D3,False,0.3510977025022213,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.9142000023275614,
EVT-a23e54d7-0aca-599e-b244-f876201d3e6c,ASSET-c372fbff72f76fcc1c41a318,NORMAL,NORMAL,D3,False,0.22987361683838903,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4466999932192266,
EVT-6d73ac90-ebf5-5e2b-97bf-12a435aec4f9,ASSET-7ba6dca70aed6f15c0b887b3,NORMAL,NORMAL,D3,False,0.24218100827927824,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.689500008476898,
EVT-d4304827-ad49-52ff-9c67-efadd1a73fcd,ASSET-5cd5b669eabdc30c37ed3148,NORMAL,NORMAL,D3,False,0.18874851398264125,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5576000227592885,
EVT-cadc0095-516f-5e77-91c4-6914c2f91059,ASSET-D2V2-f5db2587c9bab8396a984269,NORMAL,NORMAL,D2,False,13.704996484876396,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.452399978414178,
EVT-53165c95-3f08-50db-93b8-65cf9f364acb,ASSET-31ea9709b57da4552999bd65,NORMAL,NORMAL,D3,False,0.7250218074070267,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3189999812748283,
EVT-2dc53d2b-aa88-5876-8dfe-cd3de136e0e6,ASSET-83680147f5147bbf9342956a,NORMAL,NORMAL,D3,False,7.111601836360211,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4465999924577773,
EVT-db515c2d-647a-5110-8f57-92d0553b8f41,ASSET-b0fab5153c2a21682bb90971,NORMAL,NORMAL,D3,False,21.307532975624248,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3768000139389187,
EVT-3ddeebd4-3ca0-5c83-ae77-be65f20682b2,ASSET-7ca6b1bdce350f80b8bcbd66,NORMAL,NORMAL,D3,False,0.2375922669345659,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.054699995322153,
EVT-e649edf8-75f0-5847-836e-75a046f43d41,ASSET-eff3165ed681cee42d6ad4a0,NORMAL,NORMAL,D3,False,0.9300092050337656,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3742999949026853,
EVT-ae910721-325f-5002-a220-eafdeab86d0b,ASSET-397ad329bdaff543ea22da23,NORMAL,NORMAL,D3,False,0.0914170165288145,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4506999945733696,
EVT-e655cf04-a7fc-5e24-bb9e-661aa1ffac06,ASSET-237564b22f4c8d71035ea6ad,NORMAL,NORMAL,D3,False,0.5388848033793322,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.2657999836374074,
EVT-fade5027-a73e-59ef-95e6-7e60c7ed666b,ASSET-2523a5aed35d7f6d7bff5db0,NORMAL,NORMAL,D3,False,1.460943412190707,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.587999992305413,
EVT-cf65ddf1-0535-5796-97b4-6a281b288524,ASSET-ceeefa9eaf790f381ed17be6,NORMAL,NORMAL,D3,False,0.137582079459135,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3693999866954982,
EVT-37f078b5-9d54-5b55-864d-4e12bbc7aa8e,ASSET-59f04c20cfd1a0aa5bd0b640,NORMAL,NORMAL,D3,False,0.7742282257491969,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.720299999462441,
EVT-1d582623-de2c-535d-aa2b-4900de19499b,ASSET-D1V2-45c125752ba4430999e0fa46,NORMAL,NORMAL,D1,False,0.3012115809419342,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.319800005760044,
EVT-cffdaeb6-c955-550e-ac05-c884bb0d846c,ASSET-80c361745adc7465d1188b65,NORMAL,NORMAL,D3,False,0.18353481699306176,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.855399991152808,
EVT-50a51fba-9e54-5d76-8b88-dfbb62ed9830,ASSET-eb060135abcade5daa50113d,NORMAL,NORMAL,D3,False,0.2232997974441396,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8389999826904386,
EVT-bfb1abd4-0497-52d2-90ab-c9f41ab533e2,ASSET-330d1ab139ea0b012066511c,NORMAL,NORMAL,D3,False,0.2691969829537655,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.308100003981963,
EVT-26378cc5-e539-5841-81e8-05d1a3e5413e,ASSET-f8d5ce11efe837f51f9a3fbc,NORMAL,NORMAL,D3,False,1.8576832787629407,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.545899991877377,
EVT-84d0a5b7-a7d6-58cd-9358-844db763f9a5,ASSET-ce37fc669abbafc641e8ceff,NORMAL,NORMAL,D3,False,1.240690905947615,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7546000094152987,
EVT-b6cf299d-2ea2-5b83-a8aa-903cde17db74,ASSET-D2V2-742bdc891972504734e6aff1,NORMAL,NORMAL,D2,False,0.4214861299635198,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.34840000141412,
EVT-d4c7d47c-eae6-5242-be69-3b212e6adb16,ASSET-32b775dc1853d10538610ec5,NORMAL,NORMAL,D3,False,0.2464765525643439,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.895900008501485,
EVT-b30de55b-62cc-58c5-ac5f-10043acb20d1,ASSET-043915de63eed18744a2c7d0,NORMAL,NORMAL,D3,False,0.7694507571646524,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.712000005180016,
EVT-ef079e67-eeda-50d9-832b-ad71f3d739be,ASSET-30df2a9e7537b43bb3be53fe,NORMAL,NORMAL,D3,False,1.395250012913065,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,5.1213000260759145,
EVT-a1b373d7-4659-507e-a269-a83a2743734b,ASSET-745af29c00fd697b61b670f7,NORMAL,NORMAL,D3,False,0.2843847675521698,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6037999961990863,
EVT-7df95b5a-7312-5d27-b4c6-13001ec75bfa,ASSET-7277bd3d770128e968dd0508,NORMAL,NORMAL,D3,False,2.595675973980036,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.383199993753806,
EVT-ac9d7014-5efb-58a7-b81b-d0a06bb88f60,ASSET-D2V2-fe62c92266b605dc8e18edbd,NORMAL,NORMAL,D2,False,0.24015538065657646,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4863000037148595,
EVT-39e37533-58fb-5fd4-9f6a-f425336c7bbd,ASSET-9b5e635c70f45fe7128a010c,NORMAL,NORMAL,D3,False,0.42287143078734124,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6405999853741378,
EVT-e898d93d-ee10-5d81-b522-cdb4af84b005,ASSET-D2V2-79115a45e9af8026e56d60a4,NORMAL,NORMAL,D2,False,0.6608107760862505,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.670100006274879,
EVT-818d0cf4-2b1b-5df5-9917-ca50917f8a8c,ASSET-D1V2-e9008f90acecedc8eeff4c9a,NORMAL,NORMAL,D1,False,0.24896952423558627,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3383999834768474,
EVT-73be7cd6-d264-5226-9ad7-f5fab452f44e,ASSET-3d12f11cb254334592d578fd,NORMAL,NORMAL,D3,False,0.13232720081897825,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.481299994746223,
EVT-047d7d75-6139-52d9-83ac-101eb9e00d37,ASSET-1434241086f6c942d125038b,NORMAL,NORMAL,D3,False,7.908085768457324,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.29510000301525,
EVT-4a4478a5-123b-5013-b3bf-9e2ca9b7dcc3,ASSET-ed91ad14742a51bb044a21bb,NORMAL,NORMAL,D3,False,0.2336856705483301,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3384999842382967,
EVT-5d20d3b3-4b5d-52ef-8308-3ed8d098d809,ASSET-08feecb4d383a2d086e1088d,NORMAL,NORMAL,D3,False,0.25225278037548526,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.274199989391491,
EVT-15d2f5ac-afbe-5a8f-85d0-86a62f1f4e2c,ASSET-a07fcb3eab3eb188fb702a03,NORMAL,NORMAL,D3,False,0.672317641665572,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.271700017852709,
EVT-f1a2be9b-0b45-5958-9672-f5400c5740c5,ASSET-f1291278559dd545226c54ae,NORMAL,NORMAL,D3,False,0.2750087102020305,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3386000141035765,
EVT-0b375bb9-428a-5b19-8ffc-d34da981fc03,ASSET-cc4aefd2c7c8a65b55dfbb88,NORMAL,NORMAL,D3,False,0.39102882376455544,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6275000020395964,
EVT-1736ba22-c6e0-5991-9e82-94bda7d89936,ASSET-4226d4764d1a703ce21629b7,NORMAL,NORMAL,D3,False,3.4244844924290825,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.9850999892223626,
EVT-50440675-e3e7-5fb5-b884-ba489c0a2136,ASSET-a72fcba76c26b9fe11f1273a,NORMAL,NORMAL,D3,False,2.307230229931803,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.555499977665022,
EVT-eefbc161-140d-5a7a-a38f-710e0914ac31,ASSET-389ac40f632fb604b8ba6e25,NORMAL,NORMAL,D3,False,0.5217396311923933,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.432600002270192,
EVT-d54a85c9-3eaf-5a71-91b4-03d404c4833b,ASSET-13abdf0dfe8fc09963cd49ec,NORMAL,NORMAL,D3,False,1.6913372632465886,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6851000040769577,
EVT-7502df4d-e69d-53d8-ba55-8f62ea8e2290,ASSET-f39c197eed1cbb7ada41e49a,NORMAL,NORMAL,D3,False,0.930121439752127,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8477999914903194,
EVT-28928b6f-de39-569d-ac72-d651caa1be07,ASSET-04dbfa79afa09d9a4ad217dd,NORMAL,NORMAL,D3,False,0.5253257851352289,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.826700005447492,
EVT-370d207a-9170-5bea-be07-94b399165066,ASSET-92f01693d418bc29abc526e1,NORMAL,NORMAL,D3,False,1.715595223680555,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7376999971456826,
EVT-b01aebc5-2a65-5b47-a0af-7eb39b50ae74,ASSET-c3fe8fc184b405e616512c58,NORMAL,NORMAL,D3,False,0.2533878535505626,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.387100005056709,
